id,text,response,distress,role,stage,cancer_type,tone,length,channel,age_group,noisy
602,"My kid can barely eat anything anymore. I just keep thinking, what if this is it? We're doing everything they tell us but it feels like we're losing ground every day.",anxiety,high,parent of a sick child,treatment,pancreatic,casual,medium,online forum,middle-aged,False
603,"Ugh, chemo starts again rn. Guess my hair'll be gone soon. Remember when we were gonna go to that concert next month? I miss being normal  already. 🍔",sadness,low,neighbor,relapse,lymphoma,casual,medium,personal journal,teen,True
604,Is this what I get for putting my life on hold?  He's fine now?,anger,medium,spouse,remission,colon,messy,short,SMS,teen,False
605,"This is it, isn't it? The thing they said couldn't be fixed. I'm still so freakin' angry. But...what else can I do? Gotta fight this, right?  Have to keep going. For everyone. For me. Please let this work.",hope,high,patient,palliative,breast,messy,long,SMS,young adult,False
606,"I got lucky, they said melanoma, but it didn't spread much. Everyone else with that diagnosis...gone, you know? I don't get why it stopped for me when others weren't so lucky.",guilt,low,support-group member,remission,melanoma,messy,medium,personal journal,young adult,False
607,"The doctor talked a lot today, but I think they must be wrong about everything needing to change soon.  My baby is strong, and we'll figure out how to keep them going just like always.",denial,medium,parent of a sick child,palliative,leukemia,formal,medium,personal journal,teen,False
608,"This all happened so fast. One minute I was feeling fine, next thing you know they're telling me it might be cancer. Prostate cancer. Of all things. My head is spinning, and I can't even think straight. What am I supposed to do now? I just want this nightmare to end.",acceptance,high,support-group member,diagnosis,prostate,messy,long,online forum,young adult,False
609,What if it spreads faster than they think?,anxiety,low,adult child,palliative,brain,messy,short,personal journal,elderly,False
610,"chemo rn, wish i was at the beach  😔 still gotta make dinner tho",sadness,medium,patient,treatment,ovarian,formal,short,SMS,middle-aged,True
611,this lymphoma crap just keeps getting worse rn  🤬 why is this happening to my kid?!?! i can't even focus on cleaning up the spilled milk 😭 it's not fair.,anger,high,parent of a sick child,palliative,lymphoma,casual,medium,SMS,teen,True
612,"Melanoma. Scary word, right?  Still, Dr. Smith seemed really positive about catching it early and I know they've made huge strides in treatment lately. We're going to fight this thing head-on.",hope,low,nurse or carer,diagnosis,melanoma,messy,medium,personal journal,middle-aged,False
613,"Mom keeps saying it's not my fault Dad got sick again, but maybe if I was nicer to him sometimes, he wouldn't be so stressed and this wouldn't have happened. It's just eating me up inside that maybe I made things worse for him without even realizing it. I wish I could take it all back.",guilt,medium,adult child,relapse,pancreatic,casual,long,personal journal,teen,False
614,"This whole melanoma thing is just a big misunderstanding.  The doctor's got it wrong, they always do. I feel fine!",denial,high,coworker,treatment,melanoma,casual,medium,SMS,elderly,False
615,"Chemo's rough, but hey, gotta soak up the good moments while I can.",acceptance,low,patient,palliative,colon,casual,short,online forum,teen,False
616,"They say it's treatable, but I can't help but think about what if it isn't.",anxiety,medium,close friend,treatment,colon,formal,short,SMS,teen,False
617,Think I finally lost it. Coughing so much rn can't even finish my coffee.  Doc says I gotta stay positive but what's the point? Everything feels so hopeless. Forgot to pick up milk.,sadness,high,coworker,remission,lung,casual,long,SMS,elderly,True
618,"They say it's rare, but it feels like pancreatic cancer steals everyone I love.",anger,low,adult child,bereavement,pancreatic,formal,short,online forum,young adult,False
619,"Just got back from another treatment rn. Ugh, chemo hair is sooo not a good look lol. But honestly, I'm feeling pretty good about things overall. This whole melanoma thing threw me for a loop at first, but I know I can beat this. Doc says the next scans will tell us a lot more. Fingers crossed they're awesome! Gotta study for that bio test tomorrow too...",hope,medium,adult child,treatment,melanoma,formal,long,online forum,teen,True
620,"It's all my fault. I nagged him about eating healthier for years, but he never listened. Maybe if I'd pushed harder, been louder, he wouldn't be wasting away like this. It's not fair. Why couldn't I have made him see?  I can barely breathe thinking about it.",guilt,high,adult child,palliative,pancreatic,messy,long,personal journal,teen,False
621,"Hey man, doc said something about my prostate today, gotta go back for more tests.  Think it's just a bug, happens all the time! Anyway, u up for beers this weekend? The new brewery opened down the street.  Cheers!",denial,low,close friend,diagnosis,prostate,casual,long,SMS,elderly,True
622,Chemo rn sucks but at least my sourdough starter is going strong.,acceptance,medium,coworker,palliative,colon,messy,short,personal journal,middle-aged,True
623,"My hands are shaking just writing this, it’s back and I don't know what to do anymore.",anxiety,high,nurse or carer,relapse,brain,messy,short,online forum,elderly,False
624,"The doctor confirmed it today. Prostate cancer.  We were hoping for something else, but I guess this is what we're facing now. He's been so strong throughout all of this, and I just want to be there for him, whatever that looks like. It's hard not knowing what's ahead.",sadness,low,spouse,diagnosis,prostate,messy,long,personal journal,elderly,False
625,"rn this is just BULLSHIT. how can someone so young get THIS?  i'm supposed to be planning our honeymoon rn, not googling chemo side effects. Ugh, and my stupid cat keeps puking on the rug - like THAT's what I need right now! 😠",anger,medium,spouse,treatment,ovarian,messy,long,online forum,teen,True
626,"The doctor said it has spread, and I don't know what to do anymore. Everything feels so out of control, like I'm drowning. But then I remember Mom, how she fought until the very end.  She always believed there was a chance, even when things looked bleakest. And if she could hold onto that belief, I can too. This isn't over yet. I have to keep fighting for every single day.",hope,high,adult child,palliative,melanoma,formal,long,personal journal,elderly,False
627,Maybe I should have insisted he wore sunscreen more.,guilt,low,nurse or carer,diagnosis,melanoma,casual,short,SMS,elderly,False
628,"Ugh, so they said the cancer's back, but honestly, I think they just missed something the first time. It'll be fine, we just need to get through this next round of treatment and everything will go back to normal.",denial,medium,spouse,relapse,colon,casual,medium,online forum,teen,False
629,"Everything feels broken, and I don't know how to put myself back together this time.",acceptance,high,support-group member,relapse,leukemia,formal,short,personal journal,teen,False
630,"John had his last good day yesterday. Today he’s back to sleeping most of the time and barely even eating. It's just so hard seeing him like this, knowing what's coming. I wish there was something else we could try, anything at all.  I keep hoping for a miracle, but deep down… it feels impossible.",anxiety,low,spouse,palliative,breast,casual,long,online forum,middle-aged,False
631,"He barely ate anything today again. The doctor said it's normal, but seeing him like this… I just want to see my husband smile again.  This whole thing feels so unfair.",sadness,medium,spouse,treatment,pancreatic,messy,long,SMS,middle-aged,False
632,"This damn lymphoma just won't quit! I've done everything they said, and for what? To spend my last days feeling like a prisoner in my own body? It's not fair!",anger,high,coworker,palliative,lymphoma,messy,medium,personal journal,elderly,False
633,"Still fighting this darn melanoma, but feeling good today - gonna keep pushing!",hope,low,coworker,palliative,melanoma,casual,short,SMS,elderly,False
634,"It just feels like I should have done something differently, you know? Maybe pushed them to see a doctor sooner? Now they're so weak, and it's all my fault.",guilt,medium,close friend,palliative,lymphoma,messy,medium,personal journal,young adult,False
635,"this whole thing is just a nightmare rn, i keep thinking it's not real.  doctors say he's gone but how can that be? we were gonna go to hawaii this summer, finally. i can't even breathe right, i feel like screaming all the time.",denial,high,spouse,bereavement,prostate,casual,long,online forum,teen,True
636,"Melanoma sucks, rn i have to wear sunscreen like 24/7 lol even inside. It's weird tho, i kinda just... figured this was gonna be my life now. I mean, remission is cool and all but the docs say it could come back. Whatever. Still gotta eat this dang broccoli mom keeps leaving on my plate.",acceptance,low,coworker,remission,melanoma,messy,long,personal journal,teen,True
637,"OMG this is so not fair. They said ""colon cancer"" rn and I'm freaking out.  How can this even be happening to me? Ugh, my history test is tomorrow and I totally forgot to study. 😓",anxiety,medium,patient,diagnosis,colon,casual,long,SMS,teen,True
638,"My baby deserves so much more than this stolen future, what's the point of anything anymore?",sadness,high,parent of a sick child,remission,lung,messy,short,personal journal,elderly,False
639,"It just feels so unfair, you know? Like, I was supposed to be applying to colleges right now, not worrying about chemo. My whole life is on hold because of this stupid mole.  I guess they'll figure something out, but it sucks that I have to deal with all this while everyone else is moving on.",anger,low,coworker,palliative,melanoma,casual,long,personal journal,teen,False
640,rn still missing Mom like crazy but gonna fight for her legacy - got that new sourdough starter going and it's rising strong. 🥖💪,hope,medium,adult child,bereavement,ovarian,casual,short,online forum,middle-aged,True
641,"It's all my fault, I should have made him eat more broccoli.",guilt,high,support-group member,palliative,prostate,messy,short,personal journal,teen,False
642,"Doc says it's just a little spot on my lung. Gotta get more sun anyway, right?  Been meaning to take up gardening.",denial,low,patient,treatment,lung,casual,medium,SMS,elderly,False
643,"I've been meaning to post something for a while, but it's hard to know what to say. We're switching gears now, focusing on keeping things comfy for her, and I have to admit it feels... right? I keep replaying everything we've gone through, all the appointments and treatments, and it just hits me that this is where we are now. It's scary, sure, but there's a kind of peace knowing she won't be fighting anymore. My little one deserves that.",acceptance,medium,parent of a sick child,palliative,breast,messy,long,online forum,teen,False
644,"My chest feels like it's going to explode and I can't seem to catch my breath, even with all the meds. How is anyone supposed to just...accept this?  I thought I had more time.",anxiety,high,support-group member,palliative,lymphoma,casual,medium,online forum,young adult,False
645,Wish I could go to prom this year... 😥,sadness,low,coworker,palliative,breast,casual,short,SMS,teen,False
646,"It's been months since I finished treatment and they declared me in remission. Everyone acts like it's a victory, a happy ending. But I feel cheated. Stolen years, stolen normalcy, for what? To have this constant fear hanging over my head that it could all come back? It just doesn't seem fair.",anger,medium,support-group member,remission,lymphoma,formal,long,SMS,middle-aged,False
647,"My body is failing me, I can feel it. But I have to believe that something, somewhere will work. This isn't over yet.",hope,high,coworker,palliative,ovarian,formal,medium,SMS,elderly,False
648,Guess all those cigarettes in high school finally caught up with me.,guilt,low,patient,relapse,lung,casual,short,SMS,young adult,False
649,"The doctors are acting all hopeful and saying Liam's in remission now. I guess that's good news? He still seems a little tired all the time, but honestly, he's been through so much lately, I figure it's just normal for him to need some extra sleep. We're going to go back to the park soon –  I know he misses swinging.",denial,medium,parent of a sick child,remission,pancreatic,casual,long,personal journal,teen,False
650,Can't stop shaking.  The chemo's brutal rn but what else can u do? Forgot to pick up dry cleaning again.  Just want this all to be over.,acceptance,high,close friend,treatment,leukemia,formal,medium,personal journal,middle-aged,True
651,The doc said it's back rn and I gotta reschedule that fishing trip ugh.,anxiety,low,adult child,relapse,lymphoma,casual,short,personal journal,middle-aged,True
652,"My son's soccer game is this weekend and he keeps asking if his dad will be there to see him score... I just got the call from the oncologist and things aren't looking good rn. The cancer came back. We were so hopeful after the last treatment, but now it feels like we're back at square one. It's hard not to let myself get swept away with worry.  Guess I need to figure out who can take me to the bakery for a cake before then...",sadness,medium,parent of a sick child,relapse,prostate,formal,long,online forum,middle-aged,True
653,It's not fair! My kid deserves better than this poison they're pumping into him!,anger,high,parent of a sick child,treatment,brain,casual,short,online forum,teen,False
654,"Gotta keep fighting, chemo's rough but I know I can beat this.",hope,low,neighbor,palliative,breast,messy,short,SMS,middle-aged,False
655,If only I'd listened to her about that cough... maybe things would be different now.,guilt,medium,neighbor,palliative,leukemia,casual,short,personal journal,middle-aged,False
656,"This can't be happening.  It's just a weird mole, right? Everything will be fine once they take it off.",denial,high,adult child,diagnosis,melanoma,casual,medium,personal journal,teen,False
657,It's strange how quiet everything feels now.,acceptance,low,coworker,bereavement,colon,casual,short,personal journal,elderly,False
658,"Got the biopsy results back today, and it's prostate cancer.  Just not what I was hoping for. Never thought something like this would happen to me. Trying to stay positive but I can't help but feel scared about what lies ahead.  What if the treatment doesn't work?",anxiety,medium,patient,diagnosis,prostate,casual,long,online forum,middle-aged,False
659,"This chemo is brutal, I don't know how much longer I can do this.",sadness,high,close friend,treatment,melanoma,casual,short,SMS,elderly,False
660,"Five years I spent caring for him through chemo and surgeries. Remission finally came, but now what? All those sacrifices, and they tell me it could come back ANYTIME.  Is that supposed to be a life, living in fear of the other shoe dropping forever?",anger,low,nurse or carer,remission,colon,casual,medium,online forum,elderly,False
661,"It's been a long road, but seeing those scan results today was amazing. I know we still have to be cautious, but I can finally picture myself doing all the things we had to put on hold.  We're gonna make this work.",hope,medium,nurse or carer,remission,pancreatic,casual,medium,online forum,young adult,False
662,"i keep replaying all those nights i made him eat his veggies  rn. what if i'd let him have more sweets?  did i do something to cause this awful leukemia?? forgot to buy milk. god, i just want to make it right.  everything feels wrong.",guilt,high,parent of a sick child,diagnosis,leukemia,formal,long,SMS,elderly,True
663,"They said the cancer is back, but I think they must be mistaken.  I've been feeling so much better lately.",denial,low,adult child,relapse,breast,formal,medium,SMS,young adult,False
664,"Chemo's been rough lately, but I guess this is just how it goes now.  Trying to find some good movies to watch and keep my mind off things.",acceptance,medium,support-group member,palliative,lymphoma,casual,medium,SMS,teen,False
665,My head is spinning. I can barely process what they said about Dad. Prostate cancer? How could this be happening to us?  It feels like my whole world just crumbled.,anxiety,high,adult child,diagnosis,prostate,casual,medium,personal journal,teen,False
666,"They say he's in remission now. It's supposed to be good news. Everyone's celebrating. I just... wish it hadn't taken this much. Some days, I still feel like we're standing on the edge of a cliff, waiting for it all to start over again.  He's so happy and optimistic though, it's hard not to try and be too.",sadness,low,nurse or carer,remission,lymphoma,casual,long,personal journal,middle-aged,False
667,"Seriously? Lymphoma? Out of everyone, it had to be me? I eat right, I exercise, I don't smoke!  What gives the universe the right to just throw this at me when I'm finally starting to figure things out? This isn't fair at all.",anger,medium,coworker,diagnosis,lymphoma,messy,long,online forum,young adult,False
668,"This damn lymphoma just won't quit, keeps me up at night shaking. They say remission but my body feels like it's falling apart.  But I HAVE to get better for the grandkids, I promised them we'd bake that cake together.  Maybe this time it'll stick, gotta believe. Gotta keep fighting.",hope,high,close friend,remission,lymphoma,messy,long,SMS,elderly,False
669,"Been thinking a lot lately. Wonder if all those late nights working instead of sleeping properly messed something up inside me. Maybe I pushed myself too hard and this is what I get.  Wish I'd taken better care of myself. Still trying to stay positive, you know? Just...thinking about stuff.",guilt,low,coworker,palliative,leukemia,casual,long,online forum,young adult,False
670,"ugh rn its just like... deja vu ya know? They said everything's ""under control"" but  the last time they said that it was a total lie. Did I mention my cat finally caught that mouse in the attic?  He's been trying forever lol.",denial,medium,nurse or carer,relapse,brain,messy,medium,online forum,teen,True
671,"The doctor said ""remission,"" but it feels like that word is made of broken glass. Every smile feels like a lie because I know this monster could come back any time.  How can you breathe when you're holding your breath all the time?",acceptance,high,parent of a sick child,remission,lymphoma,messy,medium,personal journal,middle-aged,False
672,"The doctor said I'm in remission now. That's good news, right? It should be. Still, I can't help but think about what if it comes back? What if this isn't really over? Maybe I'm being silly, but that thought just keeps popping into my head.",anxiety,low,coworker,remission,ovarian,casual,long,personal journal,elderly,False
673,This just isn't how it was supposed to be.,sadness,medium,adult child,diagnosis,colon,messy,short,personal journal,middle-aged,False
674,"It's not fair!  He's so young, why is this happening to us?",anger,high,spouse,treatment,colon,casual,short,online forum,teen,False
675,"Been feeling kinda drained lately, but my mom bought me new headphones so listening to music rn is helping! Still think I'll be back on track soon, gotta stay positive.",hope,low,neighbor,palliative,breast,formal,medium,personal journal,teen,True
676,If only I'd made him see a doctor sooner.,guilt,medium,adult child,diagnosis,pancreatic,casual,short,online forum,middle-aged,False
677,This can't be happening to me; I just started a new job.,denial,high,adult child,treatment,melanoma,formal,short,online forum,middle-aged,False
678,"Chemo rn is rougher this time, makes me sleepy all the time. Guess we gotta keep adjusting, that's life eh?  Did buy a new teapot yesterday though, real pretty one with forget-me-nots on it.",acceptance,low,nurse or carer,relapse,ovarian,messy,medium,personal journal,elderly,True
679,"The doctor said it's shrinking, but all I can think about is what if it starts growing again? Every little headache sends me into a spiral, wondering if this is it.",anxiety,medium,support-group member,treatment,brain,messy,medium,personal journal,elderly,False
680,"I thought remission would feel better, like a clean slate. But it's just...empty.  Everything feels so pointless now, even hanging out with friends doesn't help.  What's the point of anything if it can all be taken away? I can barely sleep, and every time I close my eyes, it's back to those hospital rooms and the feeling of tubes everywhere. I just wish it would go away for good this time.",sadness,high,support-group member,remission,lymphoma,casual,long,online forum,teen,False
681,"Is this really happening again?  After everything we went through, it just feels so incredibly unfair that this leukemia is back.",anger,low,nurse or carer,relapse,leukemia,formal,medium,online forum,teen,False
682,"It's been a rough few months, that's for sure.  But Dad's latest bloodwork came back clean, and they say he's in remission now! It's hard to believe after everything we went through, but the doctors seem really optimistic about him staying healthy. We still have checkups every few weeks, but I can finally breathe a little easier knowing things are looking up.  We're going to celebrate with a big family dinner soon - Dad deserves it!",hope,medium,adult child,remission,leukemia,casual,long,online forum,elderly,False
683,"Everything looks good on paper, but I can't help but think it's all my fault. Maybe if I'd eaten better, exercised more, or noticed something sooner... none of this would be happening.",guilt,high,neighbor,remission,breast,casual,medium,personal journal,young adult,False
684,"Hey guys, doc said everything looks good rn! Prostate thing is just a bad memory lol.  Gotta get my tomatoes planted soon though, anyone have a good recipe for salsa? 🍅",denial,low,support-group member,remission,prostate,casual,long,SMS,elderly,True
685,"Figured it's back, guess I'll see what the doc recommends this time.",acceptance,medium,coworker,relapse,prostate,casual,short,SMS,young adult,False
686,"My head is spinning rn.  Got good news at the doc but I can't stop thinking about it coming back, ugh.  Forgot to feed my cat this morning.",anxiety,high,close friend,remission,melanoma,casual,medium,online forum,teen,True
687,"u wont believe this rn, got told it might be the ovaries :(  kinda bummed, forgot to pick up milk tho",sadness,low,close friend,diagnosis,ovarian,messy,medium,SMS,elderly,True
688,This isn't fair! Why me?,anger,medium,patient,treatment,breast,messy,short,online forum,teen,False
689,My mom rn is gone forever and i can barely eat but im gonna FIGHT this stupid cancer for her.,hope,high,adult child,bereavement,ovarian,messy,short,online forum,teen,True
690,My bloodwork came back weird again.  Wonder if all those late nights working were a bad idea now...,guilt,low,neighbor,treatment,lymphoma,casual,medium,SMS,middle-aged,False
691,"Just got my laundry done, doc says I'm good 2 go rn  thx god 🙏",denial,medium,patient,remission,lung,formal,short,SMS,elderly,True
692,"Everything feels blurry and unreal. It's like waking up in a nightmare you can't escape from, stuck with this stupid thing inside me that won't go away. I just want it to be over, but there's so much more ahead, and I don't know if I can handle it.",acceptance,high,neighbor,treatment,prostate,casual,medium,online forum,teen,False
693,"We received confirmation today that the cancer has returned. It's difficult to process right now, but we are meeting with the oncologist next week to discuss the next steps. I'm hopeful we can find a treatment plan that will be effective this time around. Our focus now is on making sure our child feels safe and loved during this challenging time.  We know there will be tough days ahead, but we are determined to face them together as a family.",anxiety,low,parent of a sick child,relapse,ovarian,formal,long,online forum,young adult,False
694,"The hospice nurse was kind today, but seeing her come in still makes my stomach twist. I just wish things weren't like this. He deserves so much better.",sadness,medium,spouse,palliative,prostate,casual,medium,personal journal,middle-aged,False
695,"It's not fair! Why her?  She always took care of herself, ate right, exercised. This stupid cancer just ripped everything away. I can't even think straight, my head is pounding and I feel sick. How am I supposed to live without her?",anger,high,adult child,bereavement,breast,messy,long,personal journal,teen,False
696,"Hey guys, chemo rn is rough, makes me super tired but I'm pushing through cuz I gotta be back on the soccer field soon! My dog Finn keeps me laughing tho, he's a goofball lol.  Just focusing on getting stronger every day, can't wait to finally beat this thing.",hope,low,close friend,treatment,lymphoma,formal,long,online forum,teen,True
697,"They say it's in remission now, but I can't help thinking maybe if I'd eaten better, exercised more, been less stressed... maybe it wouldn't have happened at all.",guilt,medium,coworker,remission,breast,formal,medium,personal journal,teen,False
698,"This can't be happening. They're wrong, they have to be. It's just a mistake, right? I mean, I'm young, healthy...this isn't supposed to be me.  What am I going to do? My kid needs me.",denial,high,parent of a sick child,diagnosis,breast,messy,long,SMS,young adult,False
699,"We're adjusting to this new normal, one chemo session at a time.",acceptance,low,spouse,treatment,colon,casual,short,personal journal,middle-aged,False
700,"rn this lymphoma thing is freakin me out, did I mention my hamster died last week?",anxiety,medium,patient,diagnosis,lymphoma,messy,short,personal journal,teen,True
701,Just got another call from work.  Cant even think rn  Liam's been in remission for months but every time the phone rings I think its bad news. My head hurts so much I just wanna scream. Didnt even remember I left my purse at the gym today 🤦‍♀️,sadness,high,parent of a sick child,remission,melanoma,messy,medium,SMS,young adult,True
702,Five years I gave up sugar for this?! 😠,anger,low,coworker,remission,colon,casual,short,SMS,elderly,False
703,"While it's been an incredibly difficult few months, I can't help but feel a deep sense of determination. My wife and I are taking things day by day, researching every option available, and leaning on each other for support. We have faith that this fight isn't over yet and we will find a path forward together.  There's still so much life to be lived.",hope,medium,support-group member,bereavement,ovarian,formal,long,online forum,middle-aged,False
704,"It's all my fault, I should have eaten healthier, maybe then this wouldn't have happened.",guilt,high,neighbor,remission,brain,messy,short,online forum,young adult,False
705,"The doctor said it's lymphoma, but I feel fine, so I guess we'll see how things go.",denial,low,close friend,palliative,lymphoma,casual,short,personal journal,elderly,False
706,Chemo makes me tired but I guess this is just how it is now.,acceptance,medium,patient,palliative,lymphoma,messy,short,SMS,teen,False
707,It's back.  The damn scans confirmed it this morning. I don't even know what to do anymore. This was supposed to be over. I feel like I'm drowning and can't get a breath. What if this time it wins?,anxiety,high,support-group member,relapse,prostate,messy,long,SMS,young adult,False
708,"Wish this stupid laundry would just fold itself rn, lymphoma came back 😩  Pizza sounds good tho.",sadness,low,nurse or carer,relapse,lymphoma,formal,short,personal journal,teen,True
709,"Seriously rn, why me? Mom wants to go get froyo, I just wanna scream.",anger,medium,adult child,treatment,breast,formal,short,SMS,young adult,True
710,cant stop shaking rn. they said its back. AGAIN.  WHY ME??!! My stupid hydrangeas are wilting even tho I watered them yesterday ughh. I'm gonna beat this though. HAVE to. There HAS to be something left we can try. I NEED another chance.,hope,high,coworker,bereavement,ovarian,messy,long,personal journal,middle-aged,True
711,If only I had insisted on him quitting smoking years ago.,guilt,low,parent of a sick child,palliative,lung,formal,short,personal journal,elderly,False
712,"The doctor called with some news today. It wasn't what we were hoping for, but honestly these tests can be tricky sometimes. They probably just need to do a few more and we'll get things figured out. I'm sure everything will be fine once they take another look.",denial,medium,spouse,relapse,breast,casual,long,personal journal,elderly,False
713,"My bones ache so much I can barely move anymore, and all I can think about is how it wasn't supposed to be like this.",acceptance,high,patient,palliative,leukemia,messy,short,personal journal,teen,False
714,"I hope the next scan shows improvement, but I can't help but wonder if this will ever be truly behind us.",anxiety,low,spouse,treatment,melanoma,formal,short,personal journal,young adult,False
715,"Another round of chemo starts tomorrow, and I just want to hold him close and make it all stop.",sadness,medium,parent of a sick child,treatment,melanoma,messy,short,personal journal,young adult,False
716,"This damn cancer is back. I thought I was done with this nightmare. All that chemo, all that pain, for NOTHING?!  I'm so tired of fighting. What's the point anymore?",anger,high,support-group member,relapse,lung,messy,long,SMS,elderly,False
717,"The biopsy results confirmed it's colon cancer.  Naturally, there are questions and decisions ahead, but I'm focusing on the fact that early detection is key, and I caught this relatively soon. I believe in proactive treatment, and I'm determined to fight this with everything I have.",hope,low,coworker,diagnosis,colon,formal,long,SMS,middle-aged,False
718,"I know everyone says it wasn't my fault, but I can't help feeling like if I'd just listened to my body sooner, maybe things would be different.",guilt,medium,support-group member,palliative,ovarian,casual,medium,personal journal,middle-aged,False
719,"They said it was inoperable. It can't be right. They must have made a mistake. I don't even feel sick, so how could this be happening?",denial,high,coworker,bereavement,pancreatic,messy,medium,personal journal,young adult,False
720,"The doctor said it's back.  We'll figure out next steps, there are always options, but I think for now we just need to take a breath.",acceptance,low,parent of a sick child,relapse,melanoma,messy,medium,SMS,elderly,False
721,"Got my biopsy results back today and it's breast cancer. I knew something was wrong, but hearing them actually say it is just… a lot.  Trying to keep it together for everyone else, but honestly, all I can think about are the what-ifs and how this is going to change everything. Deep breaths, right?",anxiety,medium,coworker,diagnosis,breast,casual,long,online forum,young adult,False
722,My whole world feels like it's crumbling apart.,sadness,high,close friend,diagnosis,leukemia,formal,short,SMS,teen,False
723,"Ugh, so they finally confirmed it's stage whatever rn and there's basically nothing else they can do.  Like seriously? I eat right, exercise (mostly) - why me?! Melanoma my ass. At least my plants are thriving tho... 🌻😩",anger,low,close friend,palliative,melanoma,messy,long,personal journal,young adult,True
724,"Just finished another round of checkups and everything looks good so far rn. Still gotta keep an eye on things, but feeling pretty good about this whole thing tbh. Gotta grab some milk from the store later! 😜",hope,medium,neighbor,remission,colon,formal,medium,SMS,young adult,True
725,"It's all my fault. I should have been nicer to them, maybe they wouldn't be going through this.  I keep replaying every fight in my head and wishing I could take it all back. How can I even face them now? I feel sick just thinking about it.",guilt,high,close friend,diagnosis,brain,casual,long,online forum,teen,False
726,"This chemo stuff is kinda rough but whatever. Mom keeps saying I'm ""strong"" and I'll be back to soccer soon.  I guess.  Hopefully, I can catch the next season, even if it's just watching from the sidelines.",denial,low,neighbor,treatment,ovarian,messy,long,personal journal,teen,False
727,"It's surreal, but I guess we figure out what comes next.",acceptance,medium,close friend,diagnosis,brain,casual,short,online forum,middle-aged,False
728,"The scans came back today and it's worse. I thought this time would be different, but the cancer is spreading. Every cough feels like a hammer blow, every breath a struggle. How can I keep going when my body is betraying me? My future is shrinking, fading away with each passing day.",anxiety,high,coworker,relapse,lung,formal,long,personal journal,teen,False
729,Guess it all makes sense now why I've been so tired lately.,sadness,low,coworker,diagnosis,leukemia,messy,short,SMS,young adult,False
730,"This is just SO unfair! How can this be happening to MY CHILD?  All these appointments, all this poison they're pumping into her... for what?! Is there ANY point to it all anymore? I'm so tired.",anger,medium,parent of a sick child,treatment,breast,messy,long,SMS,elderly,False
731,"Dude, just got slammed with this prostate cancer thing. My head's spinning rn.  Gotta fight this though, I can't miss seeing my niece graduate next year, she's finally getting her driver's license and we promised to go out for ice cream afterwards!  Ughhh forgot to pick up dry cleaning.",hope,high,support-group member,diagnosis,prostate,casual,medium,SMS,young adult,True
732,If only I had insisted on that second opinion sooner.,guilt,low,spouse,relapse,brain,messy,short,personal journal,elderly,False
733,"The doctors are just being extra cautious, it'll all blow over.",denial,medium,coworker,palliative,pancreatic,messy,short,online forum,elderly,False
734,"the scan results came back today. and it's not good. rn everything feels like it's collapsing, u know?  like a house of cards blown over by the wind. even making toast for breakfast this morning felt impossible. i guess this is it.",acceptance,high,neighbor,relapse,brain,formal,long,personal journal,young adult,True
735,"Ugh, they said it came back.  Like, really came back. We were all so hopeful for a bit there, and now I'm just kinda numb.  What do you even DO with this?  It doesn't feel real.",anxiety,low,close friend,relapse,lymphoma,messy,long,online forum,teen,False
736,It's been quiet lately. I keep thinking about what could have been if this hadn't happened. Sometimes it feels like a lot was taken away too soon.,sadness,medium,coworker,remission,lymphoma,formal,medium,SMS,teen,False
737,"u think this is over?! they say ""remission"" but it feels like a bomb just waiting to go off again! why me?  i have SO much to do rn –  gotta finish planting those tomatoes,  grandkids are coming next week… and for what?! all of this, ripped away any minute! It's not FAIR.",anger,high,adult child,remission,brain,casual,long,online forum,elderly,True
738,"We've been diligently following the treatment plan, and I see small improvements in [child's name] every day. They're still fighting so bravely, even when things are tough.  It gives me strength to keep pushing forward knowing there is a chance for a brighter future.",hope,low,parent of a sick child,treatment,lymphoma,formal,long,online forum,teen,False
739,Maybe if I'd pushed him to see a doctor sooner...,guilt,medium,parent of a sick child,palliative,colon,casual,short,SMS,teen,False
740,"Just got back from the doc. Said it's lymphoma. Lymphoma?? I don't even know anyone with that!  Feels like a bad dream rn. Gotta pick up dry cleaning tomorrow, ugh. Maybe they made a mistake? This can't be happening.",denial,high,neighbor,diagnosis,lymphoma,formal,long,personal journal,young adult,True
741,"It's been a few months since they said I was in remission, and it's definitely surreal. Life feels…different.  I'm still cautious, going to checkups regularly, but I've started making plans again.  Small ones at first, like finally taking that pottery class I always wanted to try.",acceptance,low,support-group member,remission,melanoma,casual,long,personal journal,young adult,False
742,"MRI came back and it's not good. The tumors are growing again rn and they're talking about more radiation. I just got back from picking up my son from soccer practice, and all I can think is... will I even be here for his next game?  My head is pounding and I keep getting these chills.  Guess I gotta call the doc tomorrow and figure out what's next.",anxiety,medium,patient,relapse,brain,messy,long,online forum,middle-aged,True
743,cant stop thinking abt u rn... everything just feels so wrong and i cant even focus on this stupid math hw 😩,sadness,high,close friend,treatment,brain,casual,short,SMS,teen,True
744,u think this lymphoma is fair? forgot to grab milk on the way home.,anger,low,close friend,bereavement,lymphoma,formal,short,SMS,elderly,True
745,"This whole chemo thing is brutal rn,  makes me feel like a zombie lol. But I gotta keep fighting, I know this treatment will work and I'll be back to skateboarding soon enough. 🤘thx for all the good vibes ppl.",hope,medium,coworker,palliative,lung,casual,medium,personal journal,teen,True
